"UF";"COD. UF";"COD. MUNIC";"NOME DO MUNICÍPIO";"POPULAÇÃO ESTIMADA"
"PR";41;"20903";"Quedas do Iguaçu";34.707
"PR";41;"21000";"Querência do Norte";12.257
"PR";41;"21109";"Quinta do Sol";4.444
"PR";41;"21208";"Quitandinha";19.388
"PR";41;"21257";"Ramilândia";4.500
"PR";41;"21307";"Rancho Alegre";3.760
"PR";41;"21356";"Rancho Alegre D'Oeste";2.602
"PR";41;"21406";"Realeza";16.976
"PR";41;"21505";"Rebouças";14.991
"PR";41;"21604";"Renascença";6.772
"PR";41;"21703";"Reserva";26.933
"PR";41;"21752";"Reserva do Iguaçu";8.127
"PR";41;"21802";"Ribeirão Claro";10.622
"PR";41;"21901";"Ribeirão do Pinhal";12.869
"PR";41;"22008";"Rio Azul";15.433
"PR";41;"22107";"Rio Bom";3.162
"PR";41;"22156";"Rio Bonito do Iguaçu";13.240
"PR";41;"22172";"Rio Branco do Ivaí";4.121
"PR";41;"22206";"Rio Branco do Sul";32.635
"PR";41;"22305";"Rio Negro";34.645
"PR";41;"22404";"Rolândia";68.165
"PR";41;"22503";"Roncador";9.447
"PR";41;"22602";"Rondon";9.664
"PR";41;"22651";"Rosário do Ivaí";4.595
"PR";41;"22701";"Sabáudia";6.954
"PR";41;"22800";"Salgado Filho";3.389
"PR";41;"22909";"Salto do Itararé";4.862
"PR";41;"23006";"Salto do Lontra";14.957
"PR";41;"23105";"Santa Amélia";3.208
"PR";41;"23204";"Santa Cecília do Pavão";3.253
"PR";41;"23303";"Santa Cruz de Monte Castelo";7.705
"PR";41;"23402";"Santa Fé";12.330
"PR";41;"23501";"Santa Helena";27.036
"PR";41;"23600";"Santa Inês";1.568
"PR";41;"23709";"Santa Isabel do Ivaí";8.484
"PR";41;"23808";"Santa Izabel do Oeste";14.924
"PR";41;"23824";"Santa Lúcia";3.795
"PR";41;"23857";"Santa Maria do Oeste";9.210
"PR";41;"23907";"Santa Mariana";11.523
"PR";41;"23956";"Santa Mônica";4.052
"PR";41;"24004";"Santana do Itararé";4.916
"PR";41;"24020";"Santa Tereza do Oeste";10.055
"PR";41;"24053";"Santa Terezinha de Itaipu";23.927
"PR";41;"24103";"Santo Antônio da Platina";46.503
"PR";41;"24202";"Santo Antônio do Caiuá";2.611
"PR";41;"24301";"Santo Antônio do Paraíso";2.032
"PR";41;"24400";"Santo Antônio do Sudoeste";20.354
"PR";41;"24509";"Santo Inácio";5.422
"PR";41;"24608";"São Carlos do Ivaí";6.961
"PR";41;"24707";"São Jerônimo da Serra";11.088
"PR";41;"24806";"São João";10.122
"PR";41;"24905";"São João do Caiuá";5.819
"PR";41;"25001";"São João do Ivaí";9.897
"PR";41;"25100";"São João do Triunfo";15.359
"PR";41;"25209";"São Jorge d'Oeste";9.005
"PR";41;"25308";"São Jorge do Ivaí";5.535
"PR";41;"25357";"São Jorge do Patrocínio";5.532
"PR";41;"25407";"São José da Boa Vista";6.115
"PR";41;"25456";"São José das Palmeiras";3.601
"PR";41;"25506";"São José dos Pinhais";334.620
"PR";41;"25555";"São Manoel do Paraná";2.165
"PR";41;"25605";"São Mateus do Sul";47.137
"PR";41;"25704";"São Miguel do Iguaçu";27.696
"PR";41;"25753";"São Pedro do Iguaçu";5.745
"PR";41;"25803";"São Pedro do Ivaí";11.109
"PR";41;"25902";"São Pedro do Paraná";2.265
"PR";41;"26009";"São Sebastião da Amoreira";8.865
"PR";41;"26108";"São Tomé";5.778
"PR";41;"26207";"Sapopema";6.708
"PR";41;"26256";"Sarandi";98.888
"PR";41;"26272";"Saudade do Iguaçu";5.578
"PR";41;"26306";"Sengés";19.441
"PR";41;"26355";"Serranópolis do Iguaçu";4.460
"PR";41;"26405";"Sertaneja";5.149
"PR";41;"26504";"Sertanópolis";16.456
"PR";41;"26603";"Siqueira Campos";21.476
"PR";41;"26652";"Sulina";2.880
"PR";41;"26678";"Tamarana";15.277
"PR";41;"26702";"Tamboara";5.196
"PR";41;"26801";"Tapejara";16.480
"PR";41;"26900";"Tapira";5.452
"PR";41;"27007";"Teixeira Soares";12.761
"PR";41;"27106";"Telêmaco Borba";80.588
"PR";41;"27205";"Terra Boa";17.304
"PR";41;"27304";"Terra Rica";17.054
"PR";41;"27403";"Terra Roxa";17.562
"PR";41;"27502";"Tibagi";20.688
"PR";41;"27601";"Tijucas do Sul";17.295
"PR";41;"27700";"Toledo";144.601
"PR";41;"27809";"Tomazina";7.699
"PR";41;"27858";"Três Barras do Paraná";12.036
"PR";41;"27882";"Tunas do Paraná";9.269
"PR";41;"27908";"Tuneiras do Oeste";8.502
"PR";41;"27957";"Tupãssi";8.105
"PR";41;"27965";"Turvo";12.977
"PR";41;"28005";"Ubiratã";20.809
"PR";41;"28104";"Umuarama";113.416
"PR";41;"28203";"União da Vitória";58.298
"PR";41;"28302";"Uniflor";2.623
"PR";41;"28401";"Uraí";11.233
"PR";41;"28500";"Wenceslau Braz";19.358
"PR";41;"28534";"Ventania";12.267
"PR";41;"28559";"Vera Cruz do Oeste";8.389
"PR";41;"28609";"Verê";7.094
"PR";41;"28625";"Alto Paraíso";2.630
"PR";41;"28633";"Doutor Ulysses";5.525
"PR";41;"28658";"Virmond";4.051
"PR";41;"28708";"Vitorino";6.879
"PR";41;"28807";"Xambrê";5.584
"SC";42;"00051";"Abdon Batista";2.534
"SC";42;"00101";"Abelardo Luz";18.015
"SC";42;"00200";"Agrolândia";11.160
"SC";42;"00309";"Agronômica";5.570
"SC";42;"00408";"Água Doce";7.160
"SC";42;"00507";"Águas de Chapecó";6.544
"SC";42;"00556";"Águas Frias";2.341
"SC";42;"00606";"Águas Mornas";6.646
"SC";42;"00705";"Alfredo Wagner";10.136
"SC";42;"00754";"Alto Bela Vista";1.915
"SC";42;"00804";"Anchieta";5.477
"SC";42;"00903";"Angelina";4.686
"SC";42;"01000";"Anita Garibaldi";6.783
"SC";42;"01109";"Anitápolis";3.223
"SC";42;"01208";"Antônio Carlos";8.712
"SC";42;"01257";"Apiúna";10.951
"SC";42;"01273";"Arabutã";4.268
"SC";42;"01307";"Araquari";40.890
"SC";42;"01406";"Araranguá";69.493
"SC";42;"01505";"Armazém";8.843
"SC";42;"01604";"Arroio Trinta";3.547
"SC";42;"01653";"Arvoredo";2.228
"SC";42;"01703";"Ascurra";8.021
"SC";42;"01802";"Atalanta";3.179
"SC";42;"01901";"Aurora";5.687
"SC";42;"01950";"Balneário Arroio do Silva";13.782
"SC";42;"02008";"Balneário Camboriú";149.227
"SC";42;"02057";"Balneário Barra do Sul";11.271
"SC";42;"02073";"Balneário Gaivota";11.537
"SC";42;"02081";"Bandeirante";2.618
"SC";42;"02099";"Barra Bonita";1.625
"SC";42;"02107";"Barra Velha";30.539
"SC";42;"02131";"Bela Vista do Toldo";6.386
"SC";42;"02156";"Belmonte";2.712
"SC";42;"02206";"Benedito Novo";11.896
"SC";42;"02305";"Biguaçu";70.471
"SC";42;"02404";"Blumenau";366.418
"SC";42;"02438";"Bocaina do Sul";3.501
"SC";42;"02453";"Bombinhas";20.889
"SC";42;"02503";"Bom Jardim da Serra";4.801
"SC";42;"02537";"Bom Jesus";3.104
"SC";42;"02578";"Bom Jesus do Oeste";2.136
"SC";42;"02602";"Bom Retiro";10.153
"SC";42;"02701";"Botuverá";5.396
"SC";42;"02800";"Braço do Norte";34.294
"SC";42;"02859";"Braço do Trombudo";3.794
"SC";42;"02875";"Brunópolis";2.318
"SC";42;"02909";"Brusque";140.597
"SC";42;"03006";"Caçador";80.017
"SC";42;"03105";"Caibi";6.112
"SC";42;"03154";"Calmon";3.325
"SC";42;"03204";"Camboriú";87.179
"SC";42;"03253";"Capão Alto";2.467
"SC";42;"03303";"Campo Alegre";11.985
"SC";42;"03402";"Campo Belo do Sul";6.889
"SC";42;"03501";"Campo Erê";8.312
"SC";42;"03600";"Campos Novos";36.861
"SC";42;"03709";"Canelinha";12.553
"SC";42;"03808";"Canoinhas";54.558
"SC";42;"03907";"Capinzal";23.218
"SC";42;"03956";"Capivari de Baixo";25.477
"SC";42;"04004";"Catanduvas";11.106
"SC";42;"04103";"Caxambu do Sul";3.462
"SC";42;"04152";"Celso Ramos";2.709
"SC";42;"04178";"Cerro Negro";3.013
"SC";42;"04194";"Chapadão do Lageado";3.025
"SC";42;"04202";"Chapecó";227.587
"SC";42;"04251";"Cocal do Sul";16.956
"SC";42;"04301";"Concórdia";75.683
"SC";42;"04350";"Cordilheira Alta";4.585
"SC";42;"04400";"Coronel Freitas";9.900
"SC";42;"04459";"Coronel Martins";2.560
"SC";42;"04509";"Corupá";16.300
"SC";42;"04558";"Correia Pinto";12.315
"SC";42;"04608";"Criciúma";219.393
"SC";42;"04707";"Cunha Porã";11.150
"SC";42;"04756";"Cunhataí";1.972
"SC";42;"04806";"Curitibanos";40.037
"SC";42;"04905";"Descanso";8.136
"SC";42;"05001";"Dionísio Cerqueira";15.592
"SC";42;"05100";"Dona Emma";4.224
"SC";42;"05159";"Doutor Pedrinho";4.164
"SC";42;"05175";"Entre Rios";3.232
"SC";42;"05191";"Ermo";2.059
"SC";42;"05209";"Erval Velho";4.423
"SC";42;"05308";"Faxinal dos Guedes";10.630
"SC";42;"05357";"Flor do Sertão";1.575
"SC";42;"05407";"Florianópolis";516.524
"SC";42;"05431";"Formosa do Sul";2.481
"SC";42;"05456";"Forquilhinha";27.621
"SC";42;"05506";"Fraiburgo";36.723
"SC";42;"05555";"Frei Rogério";1.918
"SC";42;"05605";"Galvão";2.711
"SC";42;"05704";"Garopaba";24.070
"SC";42;"05803";"Garuva";18.816
"SC";42;"05902";"Gaspar";71.925
"SC";42;"06009";"Governador Celso Ramos";14.739
"SC";42;"06108";"Grão Pará";6.621
"SC";42;"06207";"Gravatal";11.652
"SC";42;"06306";"Guabiruba";24.922
"SC";42;"06405";"Guaraciaba";9.964
"SC";42;"06504";"Guaramirim";46.757
"SC";42;"06603";"Guarujá do Sul";5.196
"SC";42;"06652";"Guatambú";4.692
"SC";42;"06702";"Herval d'Oeste";22.820
"SC";42;"06751";"Ibiam";1.952
"SC";42;"06801";"Ibicaré";3.154
"SC";42;"06900";"Ibirama";19.238
"SC";42;"07007";"Içara";58.055
"SC";42;"07106";"Ilhota";14.531
"SC";42;"07205";"Imaruí";9.764
"SC";42;"07304";"Imbituba";45.711
"SC";42;"07403";"Imbuia";6.284
"SC";42;"07502";"Indaial";72.346
"SC";42;"07577";"Iomerê";2.979
"SC";42;"07601";"Ipira";4.367
"SC";42;"07650";"Iporã do Oeste";9.093
"SC";42;"07684";"Ipuaçu";7.643
"SC";42;"07700";"Ipumirim";7.647
"SC";42;"07759";"Iraceminha";3.901
"SC";42;"07809";"Irani";10.575
"SC";42;"07858";"Irati";1.887
"SC";42;"07908";"Irineópolis";11.354
"SC";42;"08005";"Itá";6.091
"SC";42;"08104";"Itaiópolis";21.889
"SC";42;"08203";"Itajaí";226.617
"SC";42;"08302";"Itapema";69.323
"SC";42;"08401";"Itapiranga";17.139
"SC";42;"08450";"Itapoá";21.766
"SC";42;"08500";"Ituporanga";25.619
"SC";42;"08609";"Jaborá";3.899
"SC";42;"08708";"Jacinto Machado";10.337
"SC";42;"08807";"Jaguaruna";20.547
"SC";42;"08906";"Jaraguá do Sul";184.579
"SC";42;"08955";"Jardinópolis";1.520
"SC";42;"09003";"Joaçaba";30.684
"SC";42;"09102";"Joinville";604.708
"SC";42;"09151";"José Boiteux";5.019
"SC";42;"09177";"Jupiá";2.083
"SC";42;"09201";"Lacerdópolis";2.248
"SC";42;"09300";"Lages";157.158
"SC";42;"09409";"Laguna";46.424
"SC";42;"09458";"Lajeado Grande";1.408
"SC";42;"09508";"Laurentino";7.154
"SC";42;"09607";"Lauro Müller";15.380
"SC";42;"09706";"Lebon Régis";12.122
"SC";42;"09805";"Leoberto Leal";2.960
"SC";42;"09854";"Lindóia do Sul";4.530
"SC";42;"09904";"Lontras";12.497
"SC";42;"10001";"Luiz Alves";13.347
"SC";42;"10035";"Luzerna";5.683
"SC";42;"10050";"Macieira";1.757
"SC";42;"10100";"Mafra";56.825
"SC";42;"10209";"Major Gercino";3.465
"SC";42;"10308";"Major Vieira";8.209
"SC";42;"10407";"Maracajá";7.461
"SC";42;"10506";"Maravilha";26.463
"SC";42;"10555";"Marema";1.703
"SC";42;"10605";"Massaranduba";17.330
"SC";42;"10704";"Matos Costa";2.442
"SC";42;"10803";"Meleiro";6.989
"SC";42;"10852";"Mirim Doce";2.257
"SC";42;"10902";"Modelo";4.227
"SC";42;"11009";"Mondaí";12.034
"SC";42;"11058";"Monte Carlo";9.945
"SC";42;"11108";"Monte Castelo";8.263
"SC";42;"11207";"Morro da Fumaça";18.095
"SC";42;"11256";"Morro Grande";2.884
"SC";42;"11306";"Navegantes";85.734
"SC";42;"11405";"Nova Erechim";5.163
"SC";42;"11454";"Nova Itaberaba";4.327
"SC";42;"11504";"Nova Trento";15.010
"SC";42;"11603";"Nova Veneza";15.515
"SC";42;"11652";"Novo Horizonte";2.366
"SC";42;"11702";"Orleans";23.161
"SC";42;"11751";"Otacílio Costa";19.201
"SC";42;"11801";"Ouro";7.251
"SC";42;"11850";"Ouro Verde";2.197
"SC";42;"11876";"Paial";1.444
"SC";42;"11892";"Painel";2.352
"SC";42;"11900";"Palhoça";178.679
"SC";42;"12007";"Palma Sola";7.321
"SC";42;"12056";"Palmeira";2.673
"SC";42;"12106";"Palmitos";16.144
"SC";42;"12205";"Papanduva";19.521
"SC";42;"12239";"Paraíso";3.284
"SC";42;"12254";"Passo de Torres";9.269
"SC";42;"12270";"Passos Maia";4.072
"SC";42;"12304";"Paulo Lopes";7.642
"SC";42;"12403";"Pedras Grandes";3.931
"SC";42;"12502";"Penha";34.022
"SC";42;"12601";"Peritiba";2.733
"SC";42;"12650";"Pescaria Brava";10.225
"SC";42;"12700";"Petrolândia";5.873
"SC";42;"12809";"Balneário Piçarras";24.385
"SC";42;"12908";"Pinhalzinho";21.103
"SC";42;"13005";"Pinheiro Preto";3.635
"SC";42;"13104";"Piratuba";3.637
"SC";42;"13153";"Planalto Alegre";2.907
"SC";42;"13203";"Pomerode";34.561
"SC";42;"13302";"Ponte Alta";4.619
"SC";42;"13351";"Ponte Alta do Norte";3.426
"SC";42;"13401";"Ponte Serrada";11.674
"SC";42;"13500";"Porto Belo";22.466
"SC";42;"13609";"Porto União";35.685
"SC";42;"13708";"Pouso Redondo";17.965
"SC";42;"13807";"Praia Grande";7.305
"SC";42;"13906";"Presidente Castello Branco";1.526
"SC";42;"14003";"Presidente Getúlio";17.973
"SC";42;"14102";"Presidente Nereu";2.279
"SC";42;"14151";"Princesa";2.950
"SC";42;"14201";"Quilombo";9.773
"SC";42;"14300";"Rancho Queimado";2.897
"SC";42;"14409";"Rio das Antas";6.199
"SC";42;"14508";"Rio do Campo";5.864
"SC";42;"14607";"Rio do Oeste";7.552
"SC";42;"14706";"Rio dos Cedros";11.937
"SC";42;"14805";"Rio do Sul";72.931
"SC";42;"14904";"Rio Fortuna";4.630
"SC";42;"15000";"Rio Negrinho";42.684
"SC";42;"15059";"Rio Rufino";2.484
"SC";42;"15075";"Riqueza";4.525
"SC";42;"15109";"Rodeio";11.647
"SC";42;"15208";"Romelândia";4.584
"SC";42;"15307";"Salete";7.674
"SC";42;"15356";"Saltinho";3.727
"SC";42;"15406";"Salto Veloso";4.792
"SC";42;"15455";"Sangão";13.128
"SC";42;"15505";"Santa Cecília";17.004
"SC";42;"15554";"Santa Helena";2.178
"SC";42;"15604";"Santa Rosa de Lima";2.151
"SC";42;"15653";"Santa Rosa do Sul";8.397
"SC";42;"15679";"Santa Terezinha";8.760
"SC";42;"15687";"Santa Terezinha do Progresso";2.317
"SC";42;"15695";"Santiago do Sul";1.211
"SC";42;"15703";"Santo Amaro da Imperatriz";23.907
"SC";42;"15752";"São Bernardino";2.239
"SC";42;"15802";"São Bento do Sul";86.317
"SC";42;"15901";"São Bonifácio";2.791
"SC";42;"16008";"São Carlos";11.456
"SC";42;"16057";"São Cristóvão do Sul";5.646
"SC";42;"16107";"São Domingos";9.422
"SC";42;"16206";"São Francisco do Sul";54.751
"SC";42;"16255";"São João do Oeste";6.423
"SC";42;"16305";"São João Batista";39.719
"SC";42;"16354";"São João do Itaperiú";3.784
"SC";42;"16404";"São João do Sul";7.332
"SC";42;"16503";"São Joaquim";27.322
"SC";42;"16602";"São José";253.705
"SC";42;"16701";"São José do Cedro";13.811
"SC";42;"16800";"São José do Cerrito";8.054
"SC";42;"16909";"São Lourenço do Oeste";24.501
"SC";42;"17006";"São Ludgero";13.886
"SC";42;"17105";"São Martinho";3.162
"SC";42;"17154";"São Miguel da Boa Vista";1.794
"SC";42;"17204";"São Miguel do Oeste";41.246
"SC";42;"17253";"São Pedro de Alcântara";6.046
"SC";42;"17303";"Saudades";9.874
"SC";42;"17402";"Schroeder";22.605
"SC";42;"17501";"Seara";17.610
"SC";42;"17550";"Serra Alta";3.249
"SC";42;"17600";"Siderópolis";14.176
"SC";42;"17709";"Sombrio";31.084
"SC";42;"17758";"Sul Brasil";2.386
"SC";42;"17808";"Taió";18.576
"SC";42;"17907";"Tangará";8.648
"SC";42;"17956";"Tigrinhos";1.606
"SC";42;"18004";"Tijucas";39.889
"SC";42;"18103";"Timbé do Sul";5.338
"SC";42;"18202";"Timbó";45.703
"SC";42;"18251";"Timbó Grande";8.003
"SC";42;"18301";"Três Barras";19.455
"SC";42;"18350";"Treviso";4.002
"SC";42;"18400";"Treze de Maio";7.104
"SC";42;"18509";"Treze Tílias";8.138
"SC";42;"18608";"Trombudo Central";7.506
"SC";42;"18707";"Tubarão";107.143
"SC";42;"18756";"Tunápolis";4.507
"SC";42;"18806";"Turvo";13.080
"SC";42;"18855";"União do Oeste";2.364
"SC";42;"18905";"Urubici";11.311
"SC";42;"18954";"Urupema";2.453
"SC";42;"19002";"Urussanga";21.419
"SC";42;"19101";"Vargeão";3.569
"SC";42;"19150";"Vargem";2.387
"SC";42;"19176";"Vargem Bonita";4.411
"SC";42;"19200";"Vidal Ramos";6.321
"SC";42;"19309";"Videira";54.145
"SC";42;"19358";"Vitor Meireles";4.907
"SC";42;"19408";"Witmarsum";4.032
"SC";42;"19507";"Xanxerê";52.290
"SC";42;"19606";"Xavantina";3.873
"SC";42;"19705";"Xaxim";29.254
"SC";42;"19853";"Zortéa";3.432
"SC";42;"20000";"Balneário Rincão";13.129
"RS";43;"00034";"Aceguá";4.981
"RS";43;"00059";"Água Santa";3.738
"RS";43;"00109";"Agudo";16.344
"RS";43;"00208";"Ajuricaba";6.951
"RS";43;"00307";"Alecrim";5.710
"RS";43;"00406";"Alegrete";72.493
"RS";43;"00455";"Alegria";3.287
"RS";43;"00471";"Almirante Tamandaré do Sul";1.935
"RS";43;"00505";"Alpestre";5.885
"RS";43;"00554";"Alto Alegre";1.590
"RS";43;"00570";"Alto Feliz";3.043
"RS";43;"00604";"Alvorada";212.352
"RS";43;"00638";"Amaral Ferrador";7.136
"RS";43;"00646";"Ametista do Sul";7.396
"RS";43;"00661";"André da Rocha";1.351
"RS";43;"00703";"Anta Gorda";5.941
"RS";43;"00802";"Antônio Prado";13.041
"RS";43;"00851";"Arambaré";3.544
"RS";43;"00877";"Araricá";5.840
"RS";43;"00901";"Aratiba";6.145
"RS";43;"01008";"Arroio do Meio";21.121
"RS";43;"01057";"Arroio do Sal";10.483
"RS";43;"01073";"Arroio do Padre";2.966
"RS";43;"01107";"Arroio dos Ratos";14.201
"RS";43;"01206";"Arroio do Tigre";13.452
"RS";43;"01305";"Arroio Grande";18.185
"RS";43;"01404";"Arvorezinha";10.422
"RS";43;"01503";"Augusto Pestana";6.545
"RS";43;"01552";"Áurea";3.517
"RS";43;"01602";"Bagé";121.518
"RS";43;"01636";"Balneário Pinhal";14.645
"RS";43;"01651";"Barão";6.232
"RS";43;"01701";"Barão de Cotegipe";6.616
"RS";43;"01750";"Barão do Triunfo";7.550
"RS";43;"01800";"Barracão";5.237
"RS";43;"01859";"Barra do Guarita";3.266
"RS";43;"01875";"Barra do Quaraí";4.238
"RS";43;"01909";"Barra do Ribeiro";13.618
"RS";43;"01925";"Barra do Rio Azul";1.621
"RS";43;"01958";"Barra Funda";2.563
"RS";43;"02006";"Barros Cassal";11.167
"RS";43;"02055";"Benjamin Constant do Sul";1.924
"RS";43;"02105";"Bento Gonçalves";123.090
"RS";43;"02154";"Boa Vista das Missões";2.087
"RS";43;"02204";"Boa Vista do Buricá";6.712
"RS";43;"02220";"Boa Vista do Cadeado";2.466
"RS";43;"02238";"Boa Vista do Incra";2.628
"RS";43;"02253";"Boa Vista do Sul";2.773
"RS";43;"02303";"Bom Jesus";11.270
"RS";43;"02352";"Bom Princípio";14.446
"RS";43;"02378";"Bom Progresso";1.858
"RS";43;"02402";"Bom Retiro do Sul";12.448
"RS";43;"02451";"Boqueirão do Leão";7.691
"RS";43;"02501";"Bossoroca";6.135
"RS";43;"02584";"Bozano";2.099
"RS";43;"02600";"Braga";3.271
"RS";43;"02659";"Brochier";5.132
"RS";43;"02709";"Butiá";20.963
"RS";43;"02808";"Caçapava do Sul";33.476
"RS";43;"02907";"Cacequi";12.291
"RS";43;"03004";"Cachoeira do Sul";81.552
"RS";43;"03103";"Cachoeirinha";132.144
"RS";43;"03202";"Cacique Doble";5.083
"RS";43;"03301";"Caibaté";4.802
"RS";43;"03400";"Caiçara";4.659
"RS";43;"03509";"Camaquã";66.686
"RS";43;"03558";"Camargo";2.750
"RS";43;"03608";"Cambará do Sul";6.383
"RS";43;"03673";"Campestre da Serra";3.402
"RS";43;"03707";"Campina das Missões";5.325
"RS";43;"03806";"Campinas do Sul";5.422
"RS";43;"03905";"Campo Bom";69.981
"RS";43;"04002";"Campo Novo";4.273
"RS";43;"04101";"Campos Borges";3.272
"RS";43;"04200";"Candelária";31.475
"RS";43;"04309";"Cândido Godói";6.106
"RS";43;"04358";"Candiota";9.707
"RS";43;"04408";"Canela";45.957
"RS";43;"04507";"Canguçu";56.370
"RS";43;"04606";"Canoas";349.728
"RS";43;"04614";"Canudos do Vale";1.693
"RS";43;"04622";"Capão Bonito do Sul";1.628
"RS";43;"04630";"Capão da Canoa";55.009
"RS";43;"04655";"Capão do Cipó";3.745
"RS";43;"04663";"Capão do Leão";25.462
"RS";43;"04671";"Capivari do Sul";4.793
"RS";43;"04689";"Capela de Santana";12.183
"RS";43;"04697";"Capitão";2.770
"RS";43;"04705";"Carazinho";62.413
"RS";43;"04713";"Caraá";8.426
"RS";43;"04804";"Carlos Barbosa";30.630
"RS";43;"04853";"Carlos Gomes";1.327
"RS";43;"04903";"Casca";9.070
"RS";43;"04952";"Caseiros";3.228
"RS";43;"05009";"Catuípe";8.631
"RS";43;"05108";"Caxias do Sul";523.716
"RS";43;"05116";"Centenário";2.865
"RS";43;"05124";"Cerrito";6.005
"RS";43;"05132";"Cerro Branco";4.720
"RS";43;"05157";"Cerro Grande";2.281
"RS";43;"05173";"Cerro Grande do Sul";12.579
"RS";43;"05207";"Cerro Largo";14.243
"RS";43;"05306";"Chapada";9.211
"RS";43;"05355";"Charqueadas";41.705
"RS";43;"05371";"Charrua";3.228
"RS";43;"05405";"Chiapetta";3.684
"RS";43;"05439";"Chuí";6.832
"RS";43;"05447";"Chuvisca";5.518
"RS";43;"05454";"Cidreira";16.897
"RS";43;"05504";"Ciríaco";4.693
"RS";43;"05587";"Colinas";2.466
"RS";43;"05603";"Colorado";3.088
"RS";43;"05702";"Condor";6.766
"RS";43;"05801";"Constantina";9.903
"RS";43;"05835";"Coqueiro Baixo";1.490
"RS";43;"05850";"Coqueiros do Sul";2.267
"RS";43;"05871";"Coronel Barros";2.521
"RS";43;"05900";"Coronel Bicaco";7.213
"RS";43;"05934";"Coronel Pilar";1.602
"RS";43;"05959";"Cotiporã";3.824
"RS";43;"05975";"Coxilha";2.731
"RS";43;"06007";"Crissiumal";13.269
"RS";43;"06056";"Cristal";8.121
"RS";43;"06072";"Cristal do Sul";2.840
"RS";43;"06106";"Cruz Alta";59.561
"RS";43;"06130";"Cruzaltense";1.765
"RS";43;"06205";"Cruzeiro do Sul";12.457
"RS";43;"06304";"David Canabarro";4.732
"RS";43;"06320";"Derrubadas";2.718
"RS";43;"06353";"Dezesseis de Novembro";2.331
"RS";43;"06379";"Dilermando de Aguiar";2.991
"RS";43;"06403";"Dois Irmãos";33.547
"RS";43;"06429";"Dois Irmãos das Missões";1.992
"RS";43;"06452";"Dois Lajeados";3.410
"RS";43;"06502";"Dom Feliciano";15.556
"RS";43;"06551";"Dom Pedro de Alcântara";2.520
"RS";43;"06601";"Dom Pedrito";38.222
"RS";43;"06700";"Dona Francisca";2.958
"RS";43;"06734";"Doutor Maurício Cardoso";4.380
"RS";43;"06759";"Doutor Ricardo";1.967
"RS";43;"06767";"Eldorado do Sul";42.490
"RS";43;"06809";"Encantado";23.047
"RS";43;"06908";"Encruzilhada do Sul";26.039
"RS";43;"06924";"Engenho Velho";932
"RS";43;"06932";"Entre-Ijuís";8.350
"RS";43;"06957";"Entre Rios do Sul";2.724
"RS";43;"06973";"Erebango";2.978
"RS";43;"07005";"Erechim";107.368
"RS";43;"07054";"Ernestina";3.171
"RS";43;"07104";"Herval";6.807
"RS";43;"07203";"Erval Grande";4.780
"RS";43;"07302";"Erval Seco";6.697
"RS";43;"07401";"Esmeralda";3.291
"RS";43;"07450";"Esperança do Sul";2.846
"RS";43;"07500";"Espumoso";15.594
"RS";43;"07559";"Estação";5.924
"RS";43;"07609";"Estância Velha";51.292
"RS";43;"07708";"Esteio";83.352
"RS";43;"07807";"Estrela";34.669
"RS";43;"07815";"Estrela Velha";3.646
"RS";43;"07831";"Eugênio de Castro";2.310
"RS";43;"07864";"Fagundes Varela";2.750
"RS";43;"07906";"Farroupilha";73.758
"RS";43;"08003";"Faxinal do Soturno";6.651
"RS";43;"08052";"Faxinalzinho";2.256
"RS";43;"08078";"Fazenda Vilanova";4.680
"RS";43;"08102";"Feliz";13.728
"RS";43;"08201";"Flores da Cunha";31.352
"RS";43;"08250";"Floriano Peixoto";1.709
"RS";43;"08300";"Fontoura Xavier";10.181
"RS";43;"08409";"Formigueiro";6.569
"RS";43;"08433";"Forquetinha";2.389
"RS";43;"08458";"Fortaleza dos Valos";4.252
"RS";43;"08508";"Frederico Westphalen";31.675
"RS";43;"08607";"Garibaldi";35.794
"RS";43;"08656";"Garruchos";2.851
"RS";43;"08706";"Gaurama";5.447
"RS";43;"08805";"General Câmara";8.339
"RS";43;"08854";"Gentil";1.619
"RS";43;"08904";"Getúlio Vargas";16.158
"RS";43;"09001";"Giruá";15.729
"RS";43;"09050";"Glorinha";8.304
"RS";43;"09100";"Gramado";36.864
"RS";43;"09126";"Gramado dos Loureiros";2.036
"RS";43;"09159";"Gramado Xavier";4.378
"RS";43;"09209";"Gravataí";285.564
"RS";43;"09258";"Guabiju";1.478
"RS";43;"09308";"Guaíba";98.331
"RS";43;"09407";"Guaporé";26.199
"RS";43;"09506";"Guarani das Missões";7.393
"RS";43;"09555";"Harmonia";4.967
"RS";43;"09571";"Herveiras";3.019
"RS";43;"09605";"Horizontina";19.446
"RS";43;"09654";"Hulha Negra";6.894
"RS";43;"09704";"Humaitá";4.712
"RS";43;"09753";"Ibarama";4.393
"RS";43;"09803";"Ibiaçá";4.690
"RS";43;"09902";"Ibiraiaras";7.267
"RS";43;"09951";"Ibirapuitã";3.988
"RS";43;"10009";"Ibirubá";20.474
"RS";43;"10108";"Igrejinha";37.754
"RS";43;"10207";"Ijuí";84.041
"RS";43;"10306";"Ilópolis";4.054
"RS";43;"10330";"Imbé";23.721
"RS";43;"10363";"Imigrante";3.103
"RS";43;"10405";"Independência";6.054
"RS";43;"10413";"Inhacorá";2.207
